listening_page,Site,ANNONCE_LINK,FROM_SITE,ID_CLIENT,ANNONCE_DATE,ACHAT_LOC,MAISON_APT,CATEGORIE,NEUF_IND,NOM,ADRESSE,CP,VILLE,QUARTIER,DEPARTEMENT,REGION,PROVINCE,ANNONCE_TEXT,ETAGE,NB_ETAGE,LATITUDE,LONGITUDE,M2_TOTALE,SURFACE_TERRAIN,NB_GARAGE,PHOTO,PIECE,PRIX,PRIX_M2,URL_PROMO,PAYS_AD,PRO_IND,SELLERTYPE,MINI_SITE_URL,MINI_SITE_ID,AGENCE_NOM,AGENCE_ADRESSE,AGENCE_VILLE,AGENCE_DEPARTEMENT,EMAIL,WEBSITE,AGENCE_TEL,AGENCE_TEL_2,AGENCE_TEL_3,AGENCE_TEL_4,AGENCE_FAX,AGENCE_CONTACT,PAYS_DEALER,FLUX,SITE_SOCIETE_URL,SITE_SOCIETE_ID,SITE_SOCIETE_NAME,AGENCE_RCS,SPIR_ID
http://www.inmuebles24.com/oficinas-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/neo-nueva-experiencia-en-oficinas-52924213.html,inmuebles24,52924213,,Venta,Desarrollo vertical,"Desarrollo vertical
											",,"Neo Nueva Experiencia en Oficinas, Distrito Federal - Inmuebles24","Boulevard Adolfo Lopez Mateos 1817, Merced Gómez, Alvaro Obregón",,Alvaro Obregón,Merced Gómez,,,Distrito Federal,"
										Edificio de 14 pisos de oficinas en preventa, con lo último en arquitectura urbana, estacionamiento robotizado y una ubicación inmejorable. Contáctanos!!! ",,,19.365378900000000,-99.191153999999980,m²,45,,http://img10.naventcdn.com/avisos/18/00/52/92/42/13/1200x1200/78767961.jpg,,"MN 50,000",,,,,,,,VIDARQ,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/oficinas-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/oficinas-en-venta-super-ubicacion-atzcapozalco-53090090.html,inmuebles24,53090090,2017-08-02 15:24:24.646581,Venta,Oficina,"Oficina
											",,"Oficinas en Venta Super Ubicacion Atzcapozalco, Distrito Federal - Inmuebles24","aquiles serdan, Centro de Azcapotzalco, Azcapotzalco",,Azcapotzalco,Centro de Azcapotzalco,,,Distrito Federal,"
										Ubicadisima oficina en plena avenida Aquiles Serdan, Atzcapozalco centro,
									",,,19.477539800000000,-99.188664099999980,270,270,,http://img10.naventcdn.com/avisos/18/00/53/09/00/90/1200x1200/78850181.jpg,,"MN 6,600,000",,,,,,,,Masterra,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/oficinas-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/renta-venta-oficinas-sodzil-norte-52235135.html,inmuebles24,52235135,2017-08-02 15:24:24.646581,Alquiler / Venta,Oficina,"Oficina
											",,"Renta / Venta Oficinas Sodzil Norte, Yucatán - Inmuebles24","Sodzil Norte, Hacienda Dzodzil, Mérida",,Mérida,Hacienda Dzodzil,,,Yucatán,"
										Oficinas AAA ubicadas en moderno edificio con excelente ubicación en periférico Norte. edificio de 6 niveles y penthouse, con recepción, 3 elevadores, baños en cada piso, sala de juntas a disposición de todo el edificio. 100 m2 ocupables, con todos los servicios. Mantenimiento $30m2
									",,,21.043666500000000,-89.621854100000010,100,"
												",,http://img10.naventcdn.com/avisos/18/00/52/23/51/35/1200x1200/60321310.jpg,,"MN 24,000",,,,,,,,LAND REAL ESTATE,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/oficinas-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/empresas-y-negocios-52719401.html,inmuebles24,52719401,2017-07-04 15:25:15.687521,Venta,Oficina,"Oficina
											",,"Empresas y Negocios, Provincia de Querétaro - Inmuebles24","ACCESO CAMPANARIO, Lomas del Marqués , Querétaro",,Querétaro,Lomas del Marqués ,,,Querétaro,"
										COORPORATIVO TITANIUM SUBIDA AL CAMPANARIO CERCA DE LOS ARCOS SUBIENDO POR BERNARDO QUINTANA LA MEJOR UBICACION PAR SU OFICINA Y NEGOCIOS ESTACIONAMIENTO TECHADO AREA COMERCIAL
									",,,20.610095000000000,-100.369794299999970,115,300,,http://img10.naventcdn.com/avisos/18/00/52/71/94/01/1200x1200/76784802.jpg,,"MN 3,128,000",,,,,,,,Huerta Bienes Raices,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/oficinas-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/oficina-remodelada-en-wtc-70-m2-52915260.html,inmuebles24,52915260,2017-07-04 15:25:15.687521,Venta,Oficina,"Oficina
											",,"Oficina Remodelada en Wtc 70 m², Distrito Federal - Inmuebles24","MONTECITOS, Napoles, Benito Juárez",,Benito Juárez,Napoles,,,Distrito Federal,"
										OFICINA REMODELADA ",,,19.394707500000000,-99.173142399999960, Superficie de terreno,Mantenimiento,,http://img10.naventcdn.com/avisos/18/00/52/91/52/60/1200x1200/75397646.jpg,,"MN 6,137,000",,,,,,,,Alejandro Lozano,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/oficinas-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/oficinas-en-renta-lomas-de-chapultepec-palmas-52997798.html,inmuebles24,52997798,2017-07-04 15:25:15.687521,Alquiler / Venta,Oficina,"Oficina
											",,"Oficinas en Renta Lomas de Chapultepec - Palmas, Distrito Federal - Inmuebles24","PASEO DE LAS PALMAS, Lomas de Chapultepec, Miguel Hidalgo",,Miguel Hidalgo,Lomas de Chapultepec,,,Distrito Federal,"
										Casa con uso de suelo para oficinas ubicada en esquina, de estilo clásico con amplio jardín en perfecto estado de conservación, enrejado perimetral de acero forjado al igual que la puerta de acceso principal. Estacionamiento con portón eléctrico para 8 vehículos. Amplio lobby a doble altura con ventanales, varios privados en planta baja con baños para hombres y mujeres, almacén, cocina y comedor para empleados. En planta alta varias oficinas, sala de juntas, baños en privados y baños generales. Buenos acabados en todas las áreas de la casa tanto en pisos, muros, carpintería, etc. Construcción anexa intercomunicada con la casa principal con varios privados, baños y almacén. Instalación eléctrica funcionando.
									",,,19.428544802464080,-99.216679744921860,m²,"
												",,http://img10.naventcdn.com/avisos/18/00/52/99/77/98/1200x1200/76779564.jpg,,"U$D 10,000,000",,,,,,,,LINEA RECTA BIENES RAICES,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/oficinas-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/venta-oficina-wtc-52536110.html,inmuebles24,52536110,2017-07-17 15:26:31.036924,Venta,Oficina,"Oficina
											",,"Venta Oficina Wtc, Distrito Federal - Inmuebles24","montecito 38, Napoles, Benito Juárez",,Benito Juárez,Napoles,,,Distrito Federal,"
										Renta de oficina acondicionada en excelentes condiciones. ",,,19.394144400000000,-99.174004999999970,70,70,,http://img10.naventcdn.com/avisos/18/00/52/53/61/10/1200x1200/75458029.jpg,,"MN 5,685,000",,,,,,,,Beatríz González García Granados,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/terrenos-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/-se-vende-terreno-en-komchen-la-rejoyada!-excelente-52909164.html,inmuebles24,52909164,,Venta,Terreno / Lote,"Terreno / Lote
											",,"¡Se Vende Terreno en Komchen, La Rejoyada! Excelente Precio, Yucatán - Inmuebles24","FRACCIONAMIENTO EN LA REJOYADA, Pueblo Komchen, Mérida",,Mérida,Pueblo Komchen,,,Yucatán,"
										TERRENO DE FORMA REGULAR EN LA REJOYADA, PRIVADA RESIDENCIAL CON SEGURIDAD 24/7. AMPLIAS VIALIDADES Y ÁREAS VERDES. SE PUEDE ACCEDER SOBRE LA CARRETERA MERIDA-PROGRESO. ",,,21.118571300000000,-89.677140099999970,1,945,,http://img10.naventcdn.com/avisos/18/00/52/90/91/64/1200x1200/76374666.jpg,,"MN 662,000",,,,,,,,CAMARA RUZ BIENES RAICES,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/oficinas-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/oficinas-alto-esmeralda-preciosa-vista-piso-2-53210140.html,inmuebles24,53210140,2017-08-04 15:27:46.226540,Venta,Oficina,"Oficina
											",,"Oficinas Alto Esmeralda Preciosa Vista Piso 2, Edo. de México - Inmuebles24",,,Atizapán de Zaragoza,Bosque Esmeralda,,,Edo. de México,"
										Oficinas junto a Cima Esmeralda ",,,,,"75,000","76,500",,http://img10.naventcdn.com/avisos/18/00/53/21/01/40/1200x1200/80041465.jpg,,"MN 76,000",,,,,,,,mglezal@hotmail.com,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/oficinas-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/oficina-en-venta-piso-15-oficina-25-52916658.html,inmuebles24,52916658,2017-08-08 15:28:11.068445,Venta,Oficina,"Oficina
											",,"Oficina en Venta, Piso 15 Oficina 25, Distrito Federal - Inmuebles24",,,Benito Juárez,Napoles,,,Distrito Federal,"
										Totalmente terminadas y acondicionadas, con baño, piso porcelanato, iluminación fluorescente, puertas y ventanas metálicas, perfiles de aluminio, vidriería especial, cerrajería de seguridad, fachada de cristalería e instalaciones especiales, muros falsos con acabados,  aire acondicionado con salidas en toda el área, instalaciones contra incendios y detector de humo. EasyBroker ID: EB-AW2563
									",,,19.395000100000000,-99.173776200000000,95,95,,http://img10.naventcdn.com/avisos/18/00/52/91/66/58/1200x1200/75416521.jpg,,"MN 8,214,000",,,,,,,,ZONA04,,,,,,,,,,,,,,,,,,
